ACID|ACCT_OPN_BOD_DATE|ENTITY_CRE_FLG|DEL_FLG|LCHG_USER_ID|LCHG_TIME|RCRE_USER_ID|RCRE_TIME|TS_CNT|DSA_PENAL_FLG|PENALTY_AMT|SUBVEN_REVERSE_FLG|APPLICATION_REF_ID|PARENT_CUST_ID|BANK_ID
011423811|2012-09-21 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:20.0|SYSTEM|2012-12-15 05:57:20.0|0||0||||01
011425925|2010-12-15 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:28.0|SYSTEM|2012-12-15 05:57:28.0|0||0||||01
011426421|2009-09-09 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:30.0|SYSTEM|2012-12-15 05:57:30.0|0||0||||01
011426358|2010-05-06 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:30.0|SYSTEM|2012-12-15 05:57:30.0|0||0||||01
011421337|2006-07-06 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:10.0|SYSTEM|2012-12-15 05:57:10.0|0||0||||01
011420189|1982-01-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:06.0|SYSTEM|2012-12-15 05:57:06.0|0||0||||01
011426240|1995-03-02 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:29.0|SYSTEM|2012-12-15 05:57:29.0|0||0||||01
011421943|1984-09-08 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:13.0|SYSTEM|2012-12-15 05:57:13.0|0||0||||01
011421997|1984-10-27 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:13.0|SYSTEM|2012-12-15 05:57:13.0|0||0||||01
011420610|2006-12-04 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:07.0|SYSTEM|2012-12-15 05:57:07.0|0||0||||01
011425679|2009-11-07 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:27.0|SYSTEM|2012-12-15 05:57:27.0|0||0||||01
011425519|1985-07-15 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:27.0|SYSTEM|2012-12-15 05:57:27.0|0||0||||01
011423217|1986-02-27 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:17.0|SYSTEM|2012-12-15 05:57:17.0|0||0||||01
011424466|2012-07-11 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:22.0|SYSTEM|2012-12-15 05:57:22.0|0||0||||01
011424509|2012-10-04 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:23.0|SYSTEM|2012-12-15 05:57:23.0|0||0||||01
011424374|1987-12-11 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:22.0|SYSTEM|2012-12-15 05:57:22.0|0||0||||01
011423300|2005-10-27 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:18.0|SYSTEM|2012-12-15 05:57:18.0|0||0||||01
011422063|2011-01-22 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:13.0|SYSTEM|2012-12-15 05:57:13.0|0||0||||01
011426074|1989-02-27 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:29.0|SYSTEM|2012-12-15 05:57:29.0|0||0||||01
011426038|2012-08-16 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:29.0|SYSTEM|2012-12-15 05:57:29.0|0||0||||01
011423475|1994-08-09 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:18.0|SYSTEM|2012-12-15 05:57:18.0|0||0||||01
011420469|2006-07-04 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:07.0|SYSTEM|2012-12-15 05:57:07.0|0||0||||01
011420649|2006-09-16 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:07.0|SYSTEM|2012-12-15 05:57:07.0|0||0||||01
011422898|1983-03-16 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:16.0|SYSTEM|2012-12-15 05:57:16.0|0||0||||01
011421311|1981-09-04 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:10.0|SYSTEM|2012-12-15 05:57:10.0|0||0||||01
011421275|2010-12-13 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:10.0|SYSTEM|2012-12-15 05:57:10.0|0||0||||01
011422142|2011-08-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:13.0|SYSTEM|2012-12-15 05:57:13.0|0||0||||01
011425176|1988-03-01 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:25.0|SYSTEM|2012-12-15 05:57:25.0|0||0||||01
011421753|1982-01-22 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:12.0|SYSTEM|2012-12-15 05:57:12.0|0||0||||01
011421638|2006-09-23 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:11.0|SYSTEM|2012-12-15 05:57:11.0|0||0||||01
011421791|2006-11-06 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:12.0|SYSTEM|2012-12-15 05:57:12.0|0||0||||01
011424138|1984-05-31 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:21.0|SYSTEM|2012-12-15 05:57:21.0|0||0||||01
011425169|1985-01-30 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:25.0|SYSTEM|2012-12-15 05:57:25.0|0||0||||01
011424064|2011-08-13 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:21.0|SYSTEM|2012-12-15 05:57:21.0|0||0||||01
011423791|1986-11-26 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:20.0|SYSTEM|2012-12-15 05:57:20.0|0||0||||01
011427275|2012-06-04 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:33.0|SYSTEM|2012-12-15 05:57:33.0|0||0||||01
011421399|2011-02-07 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:10.0|SYSTEM|2012-12-15 05:57:10.0|0||0||||01
011427570|1998-08-13 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:34.0|SYSTEM|2012-12-15 05:57:34.0|0||0||||01
011429897|1994-11-07 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:43.0|SYSTEM|2012-12-15 05:57:43.0|0||0||||01
011428277|1992-06-23 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:37.0|SYSTEM|2012-12-15 05:57:37.0|0||0||||01
011426666|1990-02-26 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:31.0|SYSTEM|2012-12-15 05:57:31.0|0||0||||01
011420085|2012-07-31 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:05.0|SYSTEM|2012-12-15 05:57:05.0|0||0||||01
011419912|1980-03-18 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:05.0|SYSTEM|2012-12-15 05:57:05.0|0||0||||01
011427425|1998-03-31 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:34.0|SYSTEM|2012-12-15 05:57:34.0|0||0||||01
011427986|1991-11-23 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:36.0|SYSTEM|2012-12-15 05:57:36.0|0||0||||01
011426108|1986-04-04 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:29.0|SYSTEM|2012-12-15 05:57:29.0|0||0||||01
011426191|1989-04-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:29.0|SYSTEM|2012-12-15 05:57:29.0|0||0||||01
011424409|2012-03-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:22.0|SYSTEM|2012-12-15 05:57:22.0|0||0||||01
011420709|2012-09-07 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:08.0|SYSTEM|2012-12-15 05:57:08.0|0||0||||01
011424576|1987-05-12 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:23.0|SYSTEM|2012-12-15 05:57:23.0|0||0||||01
011424814|2008-10-15 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:24.0|SYSTEM|2012-12-15 05:57:24.0|0||0||||01
011423825|1986-01-30 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:20.0|SYSTEM|2012-12-15 05:57:20.0|0||0||||01
011424624|2012-09-24 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:23.0|SYSTEM|2012-12-15 05:57:23.0|0||0||||01
011424663|1987-08-13 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:23.0|SYSTEM|2012-12-15 05:57:23.0|0||0||||01
011423339|2012-02-07 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:18.0|SYSTEM|2012-12-15 05:57:18.0|0||0||||01
011425106|1988-02-12 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:25.0|SYSTEM|2012-12-15 05:57:25.0|0||0||||01
011421591|2009-12-01 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:11.0|SYSTEM|2012-12-15 05:57:11.0|0||0||||01
011423497|2012-05-15 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:19.0|SYSTEM|2012-12-15 05:57:19.0|0||0||||01
011423508|2012-05-17 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:19.0|SYSTEM|2012-12-15 05:57:19.0|0||0||||01
011423589|2012-06-30 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:19.0|SYSTEM|2012-12-15 05:57:19.0|0||0||||01
011423599|2012-07-03 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:19.0|SYSTEM|2012-12-15 05:57:19.0|0||0||||01
011421797|2010-04-13 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:12.0|SYSTEM|2012-12-15 05:57:12.0|0||0||||01
011420859|1977-03-30 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:08.0|SYSTEM|2012-12-15 05:57:08.0|0||0||||01
011422395|1984-03-06 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:14.0|SYSTEM|2012-12-15 05:57:14.0|0||0||||01
011426954|2008-04-23 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:32.0|SYSTEM|2012-12-15 05:57:32.0|0||0||||01
011424206|1986-10-18 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:21.0|SYSTEM|2012-12-15 05:57:21.0|0||0||||01
011423035|2011-12-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:17.0|SYSTEM|2012-12-15 05:57:17.0|0||0||||01
011425550|1988-05-14 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:27.0|SYSTEM|2012-12-15 05:57:27.0|0||0||||01
011422033|2010-12-16 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:13.0|SYSTEM|2012-12-15 05:57:13.0|0||0||||01
011423057|2011-12-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:17.0|SYSTEM|2012-12-15 05:57:17.0|0||0||||01
011423068|2011-12-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:17.0|SYSTEM|2012-12-15 05:57:17.0|0||0||||01
011423089|2011-12-29 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:17.0|SYSTEM|2012-12-15 05:57:17.0|0||0||||01
011425162|2008-12-03 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:25.0|SYSTEM|2012-12-15 05:57:25.0|0||0||||01
011425801|1998-08-31 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:28.0|SYSTEM|2012-12-15 05:57:28.0|0||0||||01
011422422|2011-08-13 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:14.0|SYSTEM|2012-12-15 05:57:14.0|0||0||||01
011420638|2006-11-16 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:07.0|SYSTEM|2012-12-15 05:57:07.0|0||0||||01
011421835|2011-06-14 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:12.0|SYSTEM|2012-12-15 05:57:12.0|0||0||||01
011421487|1982-06-02 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:11.0|SYSTEM|2012-12-15 05:57:11.0|0||0||||01
011424441|1987-12-11 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:22.0|SYSTEM|2012-12-15 05:57:22.0|0||0||||01
011423070|2012-11-30 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:17.0|SYSTEM|2012-12-15 05:57:17.0|0||0||||01
011421010|2007-07-19 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:09.0|SYSTEM|2012-12-15 05:57:09.0|0||0||||01
011426330|1989-04-10 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:30.0|SYSTEM|2012-12-15 05:57:30.0|0||0||||01
011422224|2011-06-11 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:14.0|SYSTEM|2012-12-15 05:57:14.0|0||0||||01
011423479|2012-06-09 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:18.0|SYSTEM|2012-12-15 05:57:18.0|0||0||||01
011425463|2008-10-25 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:26.0|SYSTEM|2012-12-15 05:57:26.0|0||0||||01
011420626|2010-06-07 00:00:00.0|Y|N|SYSTEM|2012-12-15 05:57:07.0|SYSTEM|2012-12-15 05:57:07.0|0||0||||01
