SCHM_CODE|DEL_FLG|SCHM_DESC|SYST_GEN_ACCT_NUM_FLG|ACCT_PREFIX|NEXT_ACCT_NUM_PREFIX|ACCT_OPN_FORM_NAME|ACCT_CLS_FORM_NAME|INT_PAID_BACID|INT_COLL_BACID|SERV_CHRG_BACID|TURNOVER_FREQ_TYPE|TURNOVER_FREQ_WEEK_NUM|TURNOVER_FREQ_WEEK_DAY|TURNOVER_FREQ_START_DD|TURNOVER_HLDY_STAT|TURNOVER_RCRE_DATE|GL_SUB_HEAD_CODE|TRAN_RPT_CODE_FLG|TRAN_REF_NUM_FLG|CHQ_ALWD_FLG|ACCT_TURNOVER_DET_FLG|SCHM_SUPR_USER_ID|TOT_MOD_TIMES|SERV_CHRG_COLL_FLG|BACK_DATE_TRAN_EXCP_CODE|VAL_DATE_TRAN_EXCP_CODE|INVALID_INSTRMNT_EXCP_CODE|STALE_INSTRMNT_EXCP_CODE|ACCT_FREZ_EXCP_CODE|ACCT_IN_DR_BAL_EXCP_CODE|ACCT_IN_CR_BAL_EXCP_CODE|CHQ_STOP_EXCP_CODE|CHQ_CAUTN_EXCP_CODE|CHQ_NOT_ISSU_EXCP_CODE|INVALID_RPT_CODE_EXCP_CODE|CLG_TRAN_EXCP_CODE|CASH_TRAN_EXCP_CODE|XFER_TRAN_EXCP_CODE|EMP_OWN_ACCT_EXCP_CODE|OVERRIDE_DEF_EXCP_CODE|INTROD_NOT_CUST_EXCP_CODE|INTROD_NEW_CUST_EXCP_CODE|CHQ_NOT_ALWD_EXCP_CODE|SI_PRE_FIX_CHRG_EXCP_CODE|DR_AGAINST_CC_EXCP_CODE|CLS_PEND_INT_EXCP_CODE|CLS_PEND_SI_EXCP_CODE|CLS_PEND_CC_EXCP_CODE|CLS_PEND_CHQ_EXCP_CODE|ACCT_OPN_MATRIX_EXCP_CODE|MEMO_PAD_EXISTS_EXCP_CODE|SANCT_LIM_EXP_EXCP_CODE|SANCT_EXCEED_LIM_EXCP_CODE|LIAB_EXCEED_GROUP_LIM_EXCP|ACCT_MAINT_FORM_NAME|OFTI_SCHM_RTN_NAME|MINOR_CHQ_ISSU_EXCP_CODE|NEW_ACCT_DURATION|DORM_ACCT_CRITERIA|MIN_POSTING_WORKCLASS|SCHM_TYPE|INT_PAID_FLG|INT_COLL_FLG|STAFF_SCHM_FLG|NRE_SCHM_FLG|MERGE_INT_PTRAN_FLG|LCHG_USER_ID|RCRE_USER_ID|LCHG_TIME|RCRE_TIME|MICR_CHQ_CHRG_BACID|INSUFF_AVAIL_BAL_EXCP_CODE|FD_CR_BACID|FD_DR_BACID|FX_TRAN_FLG|STP_CR_DR_IND|FCNR_FLG|INT_PANDL_BACID|PARKING_BACID|INT_PAID_COLL_CRNCY_FLG|CASH_WD_WO_CHQ_EXCP_CODE|ACCT_NAME_CHANGED_EXCP_CODE|XFER_IN_INT_DETAILS_FLG|ACCT_REFERENCE_EXCP_CODE|DR_OPER_ACCT_IF_NO_BAL_FLG|INT_DR_CUST_DIFF_EXCP_CODE|INT_CR_CUST_DIFF_EXCP_CODE|ISO_USER_TOD_GRNT_EXCP_CODE|ISO_AUTO_TOD_GRNT_EXCP_CODE|INTER_SOL_CLOSURE_ALWD_FLG|LEVY_TAX_PCNT_1|LEVY_TAX_PCNT_2|LEVY_TAX_PCNT_3|LEVY_TAX_DESC_1|LEVY_TAX_DESC_2|LEVY_TAX_DESC_3|LEVY_TAX_BACID_1|LEVY_TAX_BACID_2|LEVY_TAX_BACID_3|LEVY_TAX_MERGE_PTRAN_FLG|PEG_INT_FOR_AC_FLG|MOD_OF_PEG_INT_ALLOWED_FLG|PEG_REVIEW_PREF_FROM_CUST|DFLT_INT_PAR_CHNG_EXCP_CODE|CLS_PEND_REVERSAL_EXCP_CODE|CHQ_ISSUED_ACK_EXCP_CODE|ACCT_CLOSURE_CHRG_DAYS|ACCT_CLOSURE_CHRG_MNTHS|ACCT_MAINT_PERIOD|MIN_COMMIT_CHRG_UTIL_PCNT|COMMIT_CALC_METHOD|INACTIVE_ACCT_CHRG_DAYS|INACTIVE_ACCT_CHRG_MNTHS|DORMANT_ACCT_CHRG_DAYS|DORMANT_ACCT_CHRG_MNTHS|PARTITION_MANDATORY_FLG|BOOK_TRAN_SCRIPT|INTCALC_TRAN_SCRIPT|ADVANCE_INT_BACID|TDS_PARKING_BACID|PENAL_PANDL_BACID|DFLT_CLG_TRAN_CODE|DFLT_INST_TYPE|CHQ_UNUSABLE_EXCP_CODE|INT_PANDL_BACID_CR|INT_PANDL_BACID_DR|BEL_MIN_BAL_EXCP_CODE|PEN_CHRG_NCALC_EXCP_CODE|INT_FREQ_TYPE_CR|INT_FREQ_WEEK_NUM_CR|INT_FREQ_WEEK_DAY_CR|INT_FREQ_START_DD_CR|INT_FREQ_HLDY_STAT_CR|INT_FREQ_TYPE_DR|INT_FREQ_WEEK_NUM_DR|INT_FREQ_WEEK_DAY_DR|INT_FREQ_START_DD_DR|INT_FREQ_HLDY_STAT_DR|PD_GL_SUB_HEAD_CODE|PD_INT_CALC_EXCP_CODE|PD_DR_TRAN_EXCP_CODE|LIM_LEVEL_INT_FLG|EEFC_FLG|TS_CNT|CS_SCHM_MESG1|CS_SCHM_MESG2|PS_FREQ_TYPE|PS_FREQ_WEEK_NUM|PS_FREQ_WEEK_DAY|PS_FREQ_START_DD|PS_FREQ_HLDY_STAT|AUTO_RENEWAL_PERIOD_FLG|PRODUCT_GROUP|PRINCIPAL_LOSSLINE_BACID|RECOVER_LOSSLINE_BACID|CHRGE_OFF_BACID|DEALER_CONTR_BACID|INT_WAIVER_BACID|DAILY_COMP_INT_FLG|QIS_INT_FLG|STOCK_INT_FLG|UNVERIFIED_SPP_EXCP_CODE|OVDU_INT_PAID_BACID|OVDU_INT_PANDL_BACID_CR|COMP_DATE_FLG|DISC_RATE_FLG|START_DATE|END_DATE|SET_ID|CS_SCHM_NATL_MESG1|CS_SCHM_NATL_MESG2|STP_DR_INT_RECALC|STP_CR_INT_RECALC|FIXEDTERM_MNTHS|FIXEDTERM_YEARS|REPRICING_PLAN|REPRICING_FREQ_MNTHS|REPRICING_FREQ_DAYS|REPRICING_YEAR_IND|FLOAT_INT_TBL_CODE|REPRICING_EXCP_CODE|FLOAT_REPRICING_FREQ_MNTHS|FLOAT_REPRICING_FREQ_DAYS|SCRIPT_VALUE_DATE_EXCP_CODE|CUST_MIN_AGE|CUST_MAX_AGE|AGE_RANGE_EXCP_CODE|SCHM_SHORT_NAME|PREF_LANG_CODE|PREF_LANG_SCHM_DESC|PREF_LANG_SCHM_SHORT_NAME|TENOR_IND_FLG|RULE_CODE|SECURED_FLG|LOOKBACK_PERD_FOR_PASTDUE|BANK_ID|NEGATIVE_LIEN_EXCP_CODE|CHQ_REJECT_EXCP_CODE|PEN_COLL_FLG|SYN_AGENT_SCHEME|PEN_COLL_BACID|PRODUCT_CONCEPT|ACCT_LINKED_INVT_ID_EXCP_CODE|PENAL_INT_COLL_BACID|PAST_DUE_INT_COLL_BACID|PAST_DUE_PENAL_INT_COLL_BACID|SCHM_NATURE|PS_FREQ_CAL_BASE|ADDITIONAL_CAL_BASE|INT_FREQ_CAL_BASE_CR|INT_FREQ_CAL_BASE_DR|MUD_POOL_PROD_FLG|ALT1_SCHM_SHORT_NAME|ALT1_SCHM_DESC|PRODUCT_SRL_NUM|PRODUCT_ID|ISLAMIC_PRODUCT_TYPE|PRODUCT_TYPE|INT_COMPOUNDING_FRQ_CR|INT_COMPOUNDING_REST_FLG_CR|DISC_RATE_FLG_CR|KONFORMNA_FLG|OVERIDE_DEF_MIN_BAL_PARAM_EXCP|CHQ_PROV_BY_BANK_FLG|PRODUCT_CODE|INT_FREQ_MONTHS_DR|INT_FREQ_DAYS_DR
ERREX|N|ERROR OPERATING EXP|N|||oaff0001|oaff0001||||||0|0||||N|N||||5||GI2|GJ2|||GF3|||||||GM2|GK2||||||||||||||GY1||||oaff0001|UC_ofti_schm_rtn||0|0|011|OAB|||N|B||GIFT06147|PRITI|2019-03-14 11:32:37.0|2012-10-17 12:47:26.0|||||N||N|||||||||||||N|0|0|0||||||||||||||0|0||0||0|0|0|0||||||||||||||||0|0||||0|0|||||N|N|6|||||0|0|||||||||N|N|N||||||1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|||||||||0|01|||||||||||N||00||||||||||N|||||||0|0
VSTAR|N|VISTAAR|N|||oaff0001|oaff0001||||||0|0||||N|N||||5||GI2||||GF3|||||||GM2|GK2||||||||||||||GY1||||oaff0001|UC_ofti_schm_rtn||0|0|011|OAB|||N|B||02871|PRITI|2014-05-06 20:27:07.0|2012-10-17 12:52:56.0|||||N||N|||||||||||||N|0|0|0||||||||||||||0|0||0||0|0|0|0||||||||||||||||0|0||||0|0|||||N|N|6|||||0|0|||||||||N|N|N||||||1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|||||||||0|01|||||||||||N||00||||||||||N|||||||0|0
STGEO|N|SHORT TERM DEPOSIT - GENERAL|Y|70|ACNUM|tdfe3201|tdfe3250|253220129STGEN|||||0|0||||N|N|N|N||2|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|02089|SUD|2012-12-19 13:06:29.0|2012-11-10 00:15:20.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020064STGEN||||||0|0||||0|0||||||N|3|||||0|0||O|||||||N|N|N||253220135STGEN|311030064STGEN|||1943-08-06 00:00:00.0|2012-12-19 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|60|GF6|SHORT TERM-GEN||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STSTO|N|SHORT TERM DEPOSIT - STAFF|Y|70|ACNUM|tdfe3201|tdfe3250|253220130STSTF|||||0|0||||N|N|N|N||3|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|Y|N|N|02089|SUD|2012-12-19 13:06:37.0|2012-11-10 00:17:36.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020065STSTF||||||0|0||||0|0||||||N|4|||||0|0||O|||||||N|N|N||253220136STSTF|311030065STSTF|||1943-08-06 00:00:00.0|2012-12-19 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|60|GF6|SHORTTERM-STF||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STSSO|N|SHORT TERM - STAFF & SR CITIZEN|Y|70|ACNUM|tdfe3201|tdfe3250|253220131STSSR|||||0|0||||N|N|N|N||4|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|Y|N|N|02089|SUD|2012-12-19 13:06:42.0|2012-11-10 00:19:10.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020066STSSR||||||0|0||||0|0||||||N|5|||||0|0||O|||||||N|N|N||253220137STSSR|311030066STSSR|||1943-08-06 00:00:00.0|2012-12-19 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|60|999|GF6|SHORT - SR STAF||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STBNO|N|SHORT TERM - BANKS|Y|70|ACNUM|tdfe3201|tdfe3250|253220134STBNK|||||0|0||||N|N|N|N||2|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|02089|SUD|2012-12-19 13:06:46.0|2012-11-10 00:21:13.0|||||N|D|N||164010002|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020069STBNK||||||0|0||||0|0||||||N|3|||||0|0||O|||||||N|N|N||253220140STBNK|311030069STBNK|||1943-08-06 00:00:00.0|2012-12-19 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|GF6|SHORT TRM -BANK||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STINO|N|SHORT TERM- CORPORATE|Y|70|ACNUM|tdfe3201|tdfe3250|253220132STINT|||||0|0||||N|N|N|N||2|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|02089|SUD|2012-12-19 13:06:51.0|2012-11-10 00:24:38.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020067STINT||||||0|0||||0|0||||||N|3|||||0|0||O|||||||N|N|N||253220138STINT|311030067STINT|||1943-08-06 00:00:00.0|2012-12-19 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0||SHORT TERM-CORP||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STSRO|N|SHORT TERM - SENIOR CITIZENS|Y|70|ACNUM|tdfe3201|tdfe3250|253220133STSRC|||||0|0||||N|N|N|N||5|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|02682|SUD|2013-01-14 22:53:38.0|2012-11-10 00:25:42.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020068STSRC||||||0|0||||0|0||||||N|6|||||0|0||O|||||||N|N|N||253220139STSRC|311030068STSRC|||1943-08-06 00:00:00.0|2013-01-15 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|60|999|GF6|SHORT TERM-SRC||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
CACIB|N|CURRENT ACCOUNT - CORPORATE INTERNET BANKING|Y|40|ACNUM|odfe3201|odfe3250||||M||0|1|N|||N|N|N|Y||8|N|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3|GM3|GK3||CH3|GH6|||CA3||CJ3|CK3|CL3|CM3|CN3||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|0|0|011|ODA|N|N|N|N|N|12610|AMIT|2019-08-16 16:04:13.0|2012-11-20 00:58:36.0||GB3|||Y||N|||A|GQ3|GD2||GR3|Y|GG2|GH2|GS3|GT3|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0|||||||||CQ3|||IM1||||0|0||||0|0|||||N|N|9|||||0|0||||||||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|0990|||N|N|0|0||0|0||||0|0|GE6|0|0||CACIB|INFENG|||||N|180|01|||||||||||N||00|||||||||||||||N||0|0
CDMIG|N|CERTIFICATE OF DEPOSIT|Y|70|ACNUM|tdfe3201|tdfe3250|253220101CDSTM|||||0|0||||N|N|N|N||1|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|02089|SUD|2012-12-19 13:07:03.0|2012-12-08 15:52:20.0|||||N|D|N|||A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311060001CDSTM||||||0|0||||0|0||||||N|2|||||0|0||O|||||||N|N|N||259020048CDSTM|311070001CDSTM|||1943-08-06 00:00:00.0|2012-12-19 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|GF6|CERTIFICATE DEP||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
EOTHL|N|ERROR OTHER LIABILITIES|N|||oaff0001|oaff0001||||||0|0||||N|N||||5||GI2|GJ2|||GF3|||||||GM2|GK2||||||||||||||GY1||||oaff0001|UC_ofti_schm_rtn||0|0|011|OAB|||N|B||03651|PRITI|2014-10-08 12:13:36.0|2012-10-01 19:37:43.0|||||N||N|||||||||||||N|0|0|0||||||||||||||0|0||0||0|0|0|0||||||||||||||||0|0||||0|0|||||N|N|6|||||0|0|||||||||N|N|N||||||1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|0|||||||||0|01|||||||||||N||00||||||||||N|||||||0|0
CCOCP|N|AGRI CC OTHERS NON INDIVIDUAL|Y|60|ACNUM|odfe3201|odfe3250||162020019CCOCP||M||0|31|P|||N|N|Y|Y||37|N|GI3|GJ2||GE3|GF3|||CD3||CB3|||||CH3||||||CJ3|CK3|CL2|CM3|CN2||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn||0|0|011|ODA|N|Y|N|N|N|C1685|VINEET01|2019-09-24 16:12:15.0|2012-10-16 15:01:46.0||GB3|||N||N|||A|GQ1|GD2||GR3|Y|GG2|GH2|GS2|GT2|N|0|0|0||||||||Y|Y|N|GZ2|CO3||0|0||0||0|0|0|0||||||411120002CCOCP|29|CHQ|CQ3||411050021CCOCP|||||0|0||||0|0||14611|GC4|GD4|N|N|38|||M||0|31|N||AGRI|149970019CCOCP|420190001|146110001CCOCP|||N|N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0||18|70|GF6|CCOCP|INFENG|AGRI CC OTHERS NON INDIVIDUAL||||Y|455|01|GG5||||162040029CCOCP|CC|||162070002CCOCP|162120029CCOCP|N||00|||||||||||||||Y||0|0
STGEN|N|GAIN4SURE FIXED DEP. SHORT TERM DEPOSIT - GENERAL|Y|70|ACNUM|tdfe3201|tdfe3250|253220129STGEN|||||0|0||||N|N|N|N||16|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|06199|SUD|2016-07-08 12:11:12.0|2012-10-18 17:34:05.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020064STGEN||||||0|0||||0|0||||||N|17|||||0|0||O|||||||N|N|N||253220135STGEN|311030064STGEN|||1943-08-06 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|60|GF5|SHORT TERM-GEN||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STINT|N|GAIN4SURE FIXED DEP. SHORT TERM- CORPORATE|Y|70|ACNUM|tdfe3201|tdfe3250|253220132STINT|||||0|0||||N|N|N|N||11|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|10245|SUD|2019-06-24 19:17:21.0|2012-10-18 18:44:13.0|||||N||N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020067STINT||||||0|0||||0|0||||||N|12|||||0|0||O|||||||N|N|N||253220138STINT|311030067STINT|||1943-08-06 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|999||SHORT TERM-CORP||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
CAEFC|N|EXCHANGE EARNERS FOREIGN CURRENCY A/C - EEFC|Y|40|ACNUM|odfe3201|odfe3250||||M||0|1|N|||N|N|N|Y||18|N|GI3|GJ2|||GF3|GU3||CD3|CE3|CB3|GX3||||CH3|GH5||CG2|CA3||CJ3|CK3|CL3|CM3|||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|6|0|011|ODA|N|N|N|N|N|06728|AMIT|2017-09-21 17:35:32.0|2012-12-11 18:52:37.0||GB2|||Y||N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT3|Y|0|0|0||||||||N|||GI6|CO3||0|6||0||0|0|0|0|||||||29|||||IM1||||0|0||||0|0|||GC6|GD4|N|Y|19|||||0|0||||||||||N|N|||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||CAEFC|INFENG|EEFC CURRENT ACCOUNT||||N|180|01|||||||||||N||00|||||||||||||||N||0|0
LARDS|N|LOAN AGAINST RECURRING DEPOSITS|Y|80|ACNUM|lafe3201|lafe3250||162030041LADEP||||0|0||||N|N|N|N||12||GI3|GJ2|||GF3||GV2||||||||||||||||||||GY1|||GA2|laff0005|LA_ofti_schm_rtn||0|0|011|LAA||Y|N|N||07296|VINEET02|2017-11-18 12:02:17.0|2012-10-30 17:32:03.0|||||N||N|||A||GD2||||||||N|0|0|0||||||||Y||N|GZ2|||0|0||0||0|0|0|0||||||411130041LADEP|||||411060041LADEP|||||0|0||||0|0||14710|GC4|GD4||N|13|||||0|0||||149990041LADEP|420190003|147100001LADEP||411069998||||||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0|M|12|0|A||IK2|0|0||18|70||LARDS||||||Y|0|01||||N|162050041LADEP||||162080041LADEP|162130041LADEP|N||00|||||||||O||||N||||0|0
CACRD|N|CURRENT ACCOUNT - PREPAID CARD CUSTOMERS|Y|40|ACNUM|odfe3201|odfe3250||||M||0|1|N|||N|N|N|Y||3|N|GI3|GJ2||GE3|GF3|GU3||CD3|CE3|CB3|GX3|GM3|GK3||CH3|GH6|||CA3||CJ3|CK3|CL3|CM3|CN3||GY1|GO2|GP2|GA2|odff0001|SB_ofti_schm_rtn|CC3|0|0|011|ODA|N|N|N|N|N|02309|AMIT|2017-01-11 17:52:57.0|2012-12-01 13:10:37.0||GB3|||Y||N|||A|GQ3|GD2||GR3|Y|GG2|GH2|GS3|GT3|Y|0|0|0||||||||N|||GI6|CO3||0|0||0||0|0|0|0|||||||||CQ3|||IM1||||0|0||||0|0|||||N|N|4|||||0|0||||||||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|0||CACRD|INFENG|||||N|180|01|||||||||||N||00|||||||||||||||N||0|0
STSTF|N|GAIN4SURE FIXED DEP. SHORT TERM DEPOSIT - STAFF|Y|70|ACNUM|tdfe3201|tdfe3250|253220130STSTF|||||0|0||||N|N|N|N||14|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|Y|N|N|C1351|SUD|2017-01-30 14:13:34.0|2012-10-18 18:29:49.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020065STSTF||||||0|0||||0|0||||||N|15|||||0|0||O|||||||N|N|N||253220136STSTF|311030065STSTF|||1943-08-06 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|60|GF6|SHORTTERM-STF||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STSSR|N|GAIN4SURE FIXED DEP. SHORT TERM - STAFF & SR. CITIZEN|Y|70|ACNUM|tdfe3201|tdfe3250|253220131STSSR|||||0|0||||N|N|N|N||12|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|Y|N|N|02309|SUD|2014-12-24 17:21:32.0|2012-10-18 18:33:38.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020066STSSR||||||0|0||||0|0||||||N|13|||||0|0||O|||||||N|N|N||253220137STSSR|311030066STSSR|||1943-08-06 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|60|100|GF6|SHORT - SR STAF||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STBNK|N|GAIN4SURE FIXED DEP. SHORT TERM - BANKS|Y|70|ACNUM|tdfe3201|tdfe3250|253220134STBNK|||||0|0||||N|N|N|N||19|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|06219|SUD|2017-01-30 20:49:52.0|2012-10-18 18:40:01.0|||||N|D|N||164010002|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020069STBNK||||||0|0||||0|0||||||N|20|||||0|0||O|||||||N|N|N||253220140STBNK|311030069STBNK|||1943-08-06 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|0|999|GF6|SHORT TRM -BANK||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
STSRC|N|GAIN4SURE FIXED DEP. SHORT TERM - SR. CITIZENS|Y|70|ACNUM|tdfe3201|tdfe3250|253220133STSRC|||||0|0||||N|N|N|N||18|N|GI3|GJ2|||GF3||||||||||CH2|||||||CK3|CL3||||GY2||||tdff0009|TD_ofti_schm_rtn||0|0|011|TDA|Y|N|N|N|N|02309|SUD|2014-12-24 17:21:47.0|2012-10-18 18:48:18.0|||||N|D|N||164010001|A||GD2|Y|GR3|Y|GG2|GH2|||Y|0|0|0||||||||Y|N|N|GZ2|CO3||0|0||0||0|0|0|0|||||259010001|||||311020068STSRC||||||0|0||||0|0||||||N|19|||||0|0||O|||||||N|N|N||253220139STSRC|311030068STSRC|||1943-08-06 00:00:00.0|2099-12-31 00:00:00.0|ALL|||||0|0||0|0||||0|0|GE5|60|100|GF6|SHORT TERM-SRC||||N|||0|01|GG5||||||||||N||00||||||||||N|||||N||0|0
SBCLN|N|SAVINGS GENERAL - CLONE|N|30||odfe3201|odfe3250|253210001SBGEN|162020001SBGEN||M||0|1|N|||N|N|N|Y||12|N|GI3|GJ2||GE3|GF3|||CD3|CE3|CB3|GX3||||CH2|GH5||CG2|CA3||CS3|CK3|CL3|CM3|CN1|GL2|GY1||||odff0001|SB_ofti_schm_rtn|CC2|6|0|011|ODA|Y|Y|N|N|Y|C1351|02089|2016-12-22 19:51:57.0|2013-01-21 22:35:08.0||GB3|||Y|B|N|||A|GQ2|GD2||GR3|Y|GG2|GH2|GS2|GT2|Y|0|0|0||||||||N|||GI6|CO3||0|6||0||0|0|0|0||||||411120043SBGEN|31|CHQ||311010001SBGEN|411050001SBGEN||GB6|Q||0|31|P|M||0|31|P|14550|||N|N|13|||Q||0|31|P||GENER|149970001SBGEN|420190001|145500001SBGEN||||N|N|CR3||||N|1900-01-01 00:00:00.0|2099-12-31 00:00:00.0|ALL|||N|N|0|0||0|0||||0|0|GE6|0|999|GF5|SBCLN|INFENG|||||N|180|01|GG5||||162040011SBGEN||||162070030|162120011SBGEN|N||00|||||||||||||||Y||0|0
