ACID|MAX_ALWD_ADVN_LIM|ACCT_CRFILE_REF_ID|LF_CHRG_PEND_LINES|HEALTH_CODE|LAST_LF_CALC_DATE|LAST_AOD_AOS_DATE|RCRE_USER_ID|RCRE_TIME|LCHG_USER_ID|LCHG_TIME|DUE_DATE|EXT_DUE_DATE|ECGC_APPL_FLG|ECGC_DR_ACID|ACCT_STATUS|LST_ECGC_CAL_DATE|ACCT_STATUS_DATE|TS_CNT|RPC_ACCT_FLG|STICKY_DATE|DISB_IND|ENTITY_CRE_FLG|DEL_FLG|DELINK_ACID|INTERNAL_LIMIT_UPD_FLG|ACCT_CLS_REASON_CODE|COLLECTION_OFFICER|BANK_ID|NEXT_INACT_CHRG_CALC_DATE|NEXT_DORM_CHRG_CALC_DATE|NOTICE_DAYS
011422142|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C10102|2019-06-13 02:16:55.0|||||A||2019-06-11 00:00:00.0|11||||Y|N|||||01|2018-06-02 00:00:00.0||0
011422115|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C11727|2019-08-08 02:40:47.0|||||A||2019-02-12 00:00:00.0|8||||Y|N|||||01||2013-05-08 00:00:00.0|0
011422063|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C10102|2019-07-03 01:46:15.0|||||A||2019-06-20 00:00:00.0|9||||Y|N|||||01||2013-03-20 00:00:00.0|0
011422967|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C5121|2018-11-25 00:26:12.0|||||A||2018-10-31 00:00:00.0|7||||Y|N|||||01|||0
011423082|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|02468|2019-07-20 14:56:28.0|||||A||2019-07-20 00:00:00.0|8||||Y|N|||||01|2017-03-11 00:00:00.0|2018-03-12 00:00:00.0|0
011423147|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C5121|2019-08-02 04:03:24.0|||||A||2019-05-07 00:00:00.0|10||||Y|N|||||01|2016-09-04 00:00:00.0||0
011422958|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:16.0|C3166|2018-11-23 01:15:50.0|||||A||2018-11-22 00:00:00.0|6||||Y|N|||||01|||0
011423772|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C8649|2019-01-11 02:49:44.0|||||A||2019-01-10 00:00:00.0|7||||Y|N|||||01|||0
011423450|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C8649|2018-12-16 01:13:58.0|||||A||2018-12-10 00:00:00.0|7||||Y|N|||||01|||0
011423527|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C8649|2019-04-24 01:46:27.0|||||A||2019-03-02 00:00:00.0|7||||Y|N|||||01|||0
011423750|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|BJMS|2018-11-28 19:40:43.0|||||A||2018-11-28 00:00:00.0|8||||Y|N|||||01|2018-10-28 00:00:00.0||0
011423773|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C3166|2018-12-31 01:34:28.0|||||A||2018-12-26 00:00:00.0|7||||Y|N|||||01|||0
011423894|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C11727|2019-08-08 02:40:47.0|||||I||2019-08-08 00:00:00.0|7||||Y|N|||||01|2019-08-08 00:00:00.0|2014-09-30 00:00:00.0|0
011423294|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C5121|2019-04-13 03:38:33.0|||||A||2018-10-25 00:00:00.0|7||||Y|N|||||01|2014-07-17 00:00:00.0||0
011423446|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C11727|2019-06-19 02:01:31.0|||||A||2019-03-13 00:00:00.0|8||||Y|N|||||01|||0
011423519|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C11727|2019-08-05 00:27:56.0|||||A||2019-06-28 00:00:00.0|10||||Y|N|||||01|2017-08-10 00:00:00.0|2014-09-30 00:00:00.0|0
011423566|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C5121|2019-01-01 23:48:50.0|||||A||2018-12-18 00:00:00.0|8||||Y|N|||||01|2014-04-27 00:00:00.0||0
011423358|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C8649|2019-04-04 00:37:17.0|||||I||2019-04-04 00:00:00.0|9||||Y|N|||||01|2019-04-04 00:00:00.0||0
011423529|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C10102|2019-05-25 03:42:14.0|||||D||2019-05-25 00:00:00.0|9||||Y|N|||||01|2018-05-24 00:00:00.0|2019-05-25 00:00:00.0|0
011423789|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C10102|2019-03-24 00:10:59.0|||||A||2019-03-13 00:00:00.0|9||||Y|N|||||01|2014-11-13 00:00:00.0||0
011427174|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|BJMS|2019-01-22 19:41:17.0|||||A||2019-01-22 00:00:00.0|7||||Y|N|||||01|2018-07-30 00:00:00.0||0
011427398|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C10102|2019-05-19 23:56:04.0|||||A||2019-05-16 00:00:00.0|7||||Y|N|||||01|||0
011427275|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|02558|2013-12-13 16:43:03.0|||||A||2013-11-09 00:00:00.0|2||||Y|N|||005||01|||0
011427215|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C0694|2015-05-07 23:14:45.0|||||D||2015-05-08 00:00:00.0|3||||Y|N|||||01|2014-05-07 00:00:00.0|2015-05-08 00:00:00.0|0
011427271|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C10102|2019-06-30 02:08:15.0|||||A||2019-06-25 00:00:00.0|7||||Y|N|||||01|||0
011427262|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:33.0|C10102|2019-03-30 01:48:49.0|||||I||2019-03-30 00:00:00.0|5||||Y|N|||||01|2019-03-30 00:00:00.0|2017-10-09 00:00:00.0|0
011427028|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:32.0|C8649|2019-04-25 02:01:15.0|||||A||2019-04-15 00:00:00.0|8||||Y|N|||||01|2014-10-22 00:00:00.0||0
011427081|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:32.0|C8649|2018-12-03 00:07:18.0|||||A||2018-11-23 00:00:00.0|7||||Y|N|||||01|||0
011424674|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C5121|2019-03-18 00:23:29.0|||||A||2019-03-16 00:00:00.0|6||||Y|N|||||01|||0
011420210|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C10102|2019-05-23 03:44:20.0|||||A||2019-03-25 00:00:00.0|7||||Y|N|||||01|||0
011420156|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C5121|2019-05-26 00:41:26.0|||||A||2019-04-29 00:00:00.0|9||||Y|N|||||01|2018-04-16 00:00:00.0|2016-04-12 00:00:00.0|0
011420204|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C3166|2018-10-04 01:55:48.0|||||A||2018-09-04 00:00:00.0|6||||Y|N|||||01|||0
011420085|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:05.0|C3166|2018-08-29 00:13:50.0|||||A||2018-08-28 00:00:00.0|6||||Y|N|||||01|||0
011421602|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C10102|2019-07-06 04:27:14.0|||||A||2019-05-28 00:00:00.0|8||||Y|N|||||01|||0
011421686|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|BJMS|2019-03-28 19:41:22.0|||||A||2019-03-28 00:00:00.0|9||||Y|N|||||01|2019-03-17 00:00:00.0|2014-09-30 00:00:00.0|0
011421638|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C4261|2017-11-18 00:23:27.0|||||D||2017-11-18 00:00:00.0|6||||Y|N|||||01|2016-11-17 00:00:00.0|2017-11-18 00:00:00.0|0
011427033|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:32.0|C8649|2019-08-14 02:23:39.0|||||A||2019-07-31 00:00:00.0|9||||Y|N|||||01|||0
011423629|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C3166|2018-12-08 23:46:58.0|||||A||2018-12-07 00:00:00.0|6||||Y|N|||||01|||0
011423456|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C0694|2014-06-03 00:18:06.0|||||D||2014-06-03 00:00:00.0|2||||Y|N|||||01|2013-06-02 00:00:00.0|2014-06-03 00:00:00.0|0
011424727|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C5121|2019-05-10 02:29:00.0|||||A||2019-04-26 00:00:00.0|7||||Y|N|||||01|||0
011421726|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C5634|2017-12-31 01:26:13.0|||||D||2017-12-31 00:00:00.0|4||||Y|N|||||01|2016-12-30 00:00:00.0|2017-12-31 00:00:00.0|0
011421558|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:11.0|C5121|2019-07-28 02:40:37.0|||||A||2019-06-12 00:00:00.0|8||||Y|N|||||01|||0
011421855|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C5634|2018-02-01 03:23:01.0|||||D||2018-02-01 00:00:00.0|6||||Y|N|||||01|2017-01-31 00:00:00.0|2018-02-01 00:00:00.0|0
011421820|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C8649|2019-01-12 03:21:50.0|||||A||2019-01-11 00:00:00.0|6||||Y|N|||||01||2013-10-23 00:00:00.0|0
011421791|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:12.0|C5121|2019-01-31 01:59:23.0|||||A||2018-11-12 00:00:00.0|8||||Y|N|||||01|2016-05-12 00:00:00.0||0
011420815|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C11727|2019-07-10 01:33:52.0|||||A||2019-05-29 00:00:00.0|11||||Y|N|||||01|2015-02-04 00:00:00.0|2013-02-28 00:00:00.0|0
011420773|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C8649|2019-01-10 02:11:49.0|||||A||2019-01-05 00:00:00.0|7||||Y|N|||||01|||0
011423963|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C3166|2018-03-30 23:56:49.0|||||D||2018-03-31 00:00:00.0|7||||Y|N|||||01|2017-03-30 00:00:00.0|2018-03-31 00:00:00.0|0
011423944|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C10102|2019-03-02 02:02:37.0|||||A||2019-02-16 00:00:00.0|8||||Y|N|||||01|||0
011423811|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:20.0|C8649|2019-05-09 01:53:03.0|||||A||2019-05-02 00:00:00.0|8||||Y|N|||||01|||0
011425344|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:26.0|C3166|2019-02-15 00:44:36.0|||||A||2019-02-07 00:00:00.0|8||||Y|N|||||01|2016-11-18 00:00:00.0||0
011425225|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:25.0|C3166|2018-11-23 01:16:52.0|||||A||2018-11-21 00:00:00.0|6||||Y|N|||||01|||0
011425388|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:26.0|C8649|2019-02-17 23:46:09.0|||||A||2018-11-29 00:00:00.0|8||||Y|N|||||01|2013-10-01 00:00:00.0|2014-10-02 00:00:00.0|0
011425176|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:25.0|C10102|2019-06-15 03:18:20.0|||||A||2019-04-08 00:00:00.0|9||||Y|N|||||01|2018-06-09 00:00:00.0||0
011421223|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|C10102|2019-05-25 03:42:14.0|||||I||2019-05-25 00:00:00.0|8||||Y|N|||||01|2019-05-25 00:00:00.0||0
011421191|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:09.0|C5121|2019-05-31 03:04:36.0|||||D||2019-05-31 00:00:00.0|7||||Y|N|||||01|2018-05-30 00:00:00.0|2019-05-31 00:00:00.0|0
011425623|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:27.0|C5121|2019-01-30 00:54:11.0|||||A||2019-01-24 00:00:00.0|6||||Y|N|||||01|||0
011424257|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|BJMS|2019-02-07 19:40:34.0|||||A||2019-02-07 00:00:00.0|11||||Y|N|||||01|2019-02-07 00:00:00.0||0
011424339|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|C10102|2019-08-19 00:00:42.0|||||I||2019-08-19 00:00:00.0|9||||Y|N|||||01|2019-08-19 00:00:00.0||0
011424409|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|09645|2017-11-27 11:47:58.0|||||A||2017-06-29 00:00:00.0|6||||Y|N|||001||01|||0
011424203|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:21.0|CDCI|2015-09-22 20:42:01.0|||||A||2015-09-22 00:00:00.0|4||||Y|N|||||01|2014-02-01 00:00:00.0|2015-02-01 00:00:00.0|0
011424241|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:21.0|C3166|2018-09-30 01:31:18.0|||||A||2018-09-29 00:00:00.0|6||||Y|N|||||01|||0
011422486|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:15.0|C8649|2018-12-03 00:08:34.0|||||A||2018-11-30 00:00:00.0|6||||Y|N|||||01|||0
011422299|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:14.0|C3166|2018-11-18 00:49:52.0|||||A||2018-11-02 00:00:00.0|8||||Y|N|||||01|2014-08-09 00:00:00.0|2013-07-05 00:00:00.0|0
011425832|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:28.0|BJMS|2018-12-18 19:40:57.0|||||A||2018-12-18 00:00:00.0|11||||Y|N|||||01|2018-12-16 00:00:00.0|2014-10-03 00:00:00.0|0
011425786|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:28.0|BJMS|2019-01-11 19:41:17.0|||||A||2019-01-11 00:00:00.0|9||||Y|N|||||01|2018-02-19 00:00:00.0||0
011420749|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:08.0|C10102|2019-03-02 02:02:37.0|||||A||2019-02-15 00:00:00.0|8||||Y|N|||||01|2016-04-12 00:00:00.0|2017-04-13 00:00:00.0|0
011420649|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|BJMS|2019-05-21 19:40:41.0|||||A||2019-05-21 00:00:00.0|10||||Y|N|||||01|2018-12-29 00:00:00.0|2014-09-30 00:00:00.0|0
011424651|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C1847|2016-02-14 22:18:14.0|||||D||2016-02-13 00:00:00.0|3||||Y|N|||||01|2014-11-15 00:00:00.0|2016-02-13 00:00:00.0|0
011424734|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C3166|2018-12-15 02:14:31.0|||||A||2018-12-14 00:00:00.0|8||||Y|N|||||01|2014-07-06 00:00:00.0||0
011424768|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:24.0|C8649|2018-10-21 23:44:58.0|||||I||2018-10-22 00:00:00.0|7||||Y|N|||||01|2018-10-22 00:00:00.0||0
011426093|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:29.0|C10102|2019-06-09 00:13:28.0|||||A||2019-06-03 00:00:00.0|8||||Y|N|||||01|2016-07-17 00:00:00.0||0
011423174|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C10102|2019-05-24 02:16:39.0|||||A||2019-04-24 00:00:00.0|8||||Y|N|||||01|2015-09-30 00:00:00.0||0
011423243|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C8649|2019-02-03 23:58:59.0|||||A||2019-02-01 00:00:00.0|7||||Y|N|||||01|||0
011423217|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C5121|2019-04-08 00:42:18.0|||||A||2019-02-25 00:00:00.0|9||||Y|N|||||01|2017-12-02 00:00:00.0||0
011423169|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|C3166|2017-02-23 00:04:54.0|||||D||2017-02-23 00:00:00.0|5||||Y|N|||||01|2016-02-22 00:00:00.0|2017-02-23 00:00:00.0|0
011423242|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C5121|2018-11-28 00:56:50.0|||||A||2018-11-12 00:00:00.0|6||||Y|N|||||01|||0
011421399|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|C11727|2019-06-16 02:56:11.0|||||A||2019-05-29 00:00:00.0|7||||Y|N|||||01|||0
011424630|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C5121|2019-03-18 00:22:19.0|||||A||2019-02-25 00:00:00.0|8||||Y|N|||||01|||0
011423709|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:19.0|C5121|2019-08-03 02:29:01.0|||||A||2019-08-02 00:00:00.0|7||||Y|N|||||01|||0
011425925|99,999,999,999,999.99||0|01||2017-04-18 00:00:00.0|SYSTEM|2012-12-15 05:57:28.0|C8649|2019-04-27 03:21:36.0|||||A||2019-03-22 00:00:00.0|9||||Y|N|||||01|2016-05-05 00:00:00.0||0
011424371|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|C8649|2019-02-06 01:51:36.0|||||A||2019-02-01 00:00:00.0|5||||Y|N|||||01|||0
011426421|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:30.0|C3166|2018-11-21 00:34:13.0|||||A||2018-10-05 00:00:00.0|11||||Y|N|||||01|2016-06-23 00:00:00.0||0
011421337|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:10.0|C5121|2019-01-31 01:59:23.0|||||A||2019-01-16 00:00:00.0|7||||Y|N|||||01|||0
011420189|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:06.0|C10102|2019-07-01 01:10:09.0|||||A||2019-04-25 00:00:00.0|7||||Y|N|||||01|||0
011421943|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C3166|2018-09-13 01:01:31.0|||||A||2018-09-04 00:00:00.0|6||||Y|N|||||01|||0
011421997|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:13.0|C5121|2018-11-25 00:26:10.0|||||D||2018-11-25 00:00:00.0|7||||Y|N|||||01|2017-11-24 00:00:00.0|2018-11-25 00:00:00.0|0
011420610|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:07.0|C5121|2019-08-02 04:03:23.0|||||A||2019-04-22 00:00:00.0|7||||Y|N|||||01|||0
011425679|99,999,999,999,999.99||0|01||2017-04-13 00:00:00.0|SYSTEM|2012-12-15 05:57:27.0|BJMS|2019-03-27 19:41:20.0|||||A||2019-03-27 00:00:00.0|10||||Y|N|||||01|2018-04-16 00:00:00.0|2013-11-17 00:00:00.0|0
011426987|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:32.0|C10102|2019-01-18 01:35:57.0|||||A||2019-01-11 00:00:00.0|8||||Y|N|||||01|||0
011424309|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|C10102|2019-06-15 03:20:57.0|||||A||2019-03-12 00:00:00.0|7||||Y|N|||||01|||0
011424466|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:22.0|C8649|2019-02-22 01:33:24.0|||||I||2019-02-22 00:00:00.0|8||||Y|N|||||01|2019-02-22 00:00:00.0||0
011424509|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:23.0|C3166|2018-12-08 23:46:54.0|||||A||2018-11-27 00:00:00.0|6||||Y|N|||||01|||0
011423300|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:18.0|C5121|2019-02-27 01:23:23.0|||||D||2019-02-27 00:00:00.0|7||||Y|N|||||01|2018-02-26 00:00:00.0|2019-02-27 00:00:00.0|0
011425505|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:27.0|C5121|2018-11-02 00:38:39.0|||||I||2018-11-02 00:00:00.0|9||||Y|N|||||01|2018-11-02 00:00:00.0||0
011425762|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:28.0|C3166|2018-12-15 02:14:38.0|||||A||2018-12-14 00:00:00.0|6||||Y|N|||||01|||0
011423078|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:17.0|BJMS|2019-08-13 19:41:06.0|||||A||2019-08-13 00:00:00.0|9||||Y|N|||||01|2019-08-10 00:00:00.0|2014-09-30 00:00:00.0|0
011425583|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:27.0|C8649|2018-12-19 00:53:54.0|||||A||2018-10-23 00:00:00.0|8||||Y|N|||||01||2013-02-17 00:00:00.0|0
011426074|99,999,999,999,999.99||0|01|||SYSTEM|2012-12-15 05:57:29.0|C3410|2018-03-10 04:26:24.0|||||D||2018-03-10 00:00:00.0|6||||Y|N|||||01|2017-03-09 00:00:00.0|2018-03-10 00:00:00.0|0
